ID,income_segment,age_segment
6291662,"High Income",Senior
10564878,"Medium Income",Senior
3270010,"Medium Income",Senior
476621,"Low Income",Senior
181351,"High Income",Senior
7123966,"Medium Income",Adult
8492192,"Medium Income",Adult
12985301,"High Income",Adult
14488332,"High Income",Senior
1783914,"Medium Income",Adult
1051295,"High Income",Senior
1805121,"Low Income",Senior
4913685,"High Income",Adult
1890275,"Low Income",Adult
3476208,"Medium Income",Adult
5618589,"Low Income",Adult
5170387,"High Income",Adult
7918359,"High Income",Adult
4813640,"Low Income",Adult
12185746,"Medium Income",Senior
1592762,"Medium Income",Adult
8412790,"Low Income",Adult
3505930,"High Income",Senior
15763716,"Medium Income",Senior
795461,"Medium Income",Senior
12273412,"Medium Income",Adult
10493101,"Medium Income",Senior
4168431,"High Income",Senior
5644629,"Low Income",Senior
5293771,"High Income",Senior
629998,"High Income",Senior
5884340,"Medium Income",Senior
3290830,"High Income",Senior
3755770,"High Income",Senior
15849180,"Low Income",Adult
4828335,"High Income",Adult
6916780,"Low Income",Adult
14710532,"Low Income",Senior
12836523,"High Income",Senior
11689940,"Low Income",Senior
3352606,"Medium Income",Senior
7085419,"High Income",Senior
7284555,"High Income",Senior
10736748,"Medium Income",Adult
3826143,"Medium Income",Adult
8739096,"Medium Income",Senior
10902362,"Low Income",Adult
16645044,"Low Income",Senior
14910270,"Medium Income",Senior
10214926,"Low Income",Senior
5348007,"Medium Income",Adult
4844246,"High Income",Senior
4209003,"Low Income",Adult
16159754,"High Income",Adult
1243246,"Medium Income",Adult
4407197,"Medium Income",Adult
2308380,"High Income",Senior
3502362,"Medium Income",Senior
7905511,"Low Income",Adult
10812601,"Medium Income",Adult
8732940,"Low Income",Adult
16763099,"High Income",Senior
4216472,"Low Income",Senior
13582207,"High Income",Senior
14776313,"High Income",Senior
13705737,"Medium Income",Adult
12128787,"High Income",Adult
13024714,"High Income",Senior
3146257,"Low Income",Adult
2745654,"High Income",Senior
15286245,"Low Income",Adult
449115,"High Income",Senior
14705162,"High Income",Senior
2577991,"High Income",Senior
7859929,"Low Income",Adult
6610185,"High Income",Senior
4168607,"Low Income",Senior
16767899,"High Income",Adult
4234301,"Medium Income",Senior
8510724,"Medium Income",Senior
15075785,"Medium Income",Adult
14184520,"High Income",Adult
14753953,"Low Income",Senior
16357310,"Medium Income",Senior
12089448,"High Income",Adult
1536686,"High Income",Senior
1282965,"Medium Income",Senior
3128498,"Medium Income",Adult
14588021,"Low Income",Senior
27929,"High Income",Senior
421364,"High Income",Senior
15435002,"Medium Income",Senior
12854213,"High Income",Adult
7819029,"Medium Income",Senior
4856398,"Medium Income",Senior
7169199,"High Income",Senior
12252093,"High Income",Adult
6594618,"Medium Income",Adult
12059442,"High Income",Senior
4755744,"Low Income",Senior
243003,"Medium Income",Senior
10927052,"Medium Income",Senior
9087777,"High Income",Adult
9228663,"Medium Income",Adult
6889518,"Low Income",Adult
13879629,"High Income",Senior
6733120,"Medium Income",Adult
16033449,"High Income",Senior
10002410,"Medium Income",Senior
1812376,"Low Income",Senior
8684415,"High Income",Senior
790419,"Medium Income",Adult
4238720,"High Income",Senior
675874,"Medium Income",Adult
6270349,"High Income",Adult
12452448,"Low Income",Senior
11803706,"Medium Income",Adult
12946988,"Low Income",Adult
9928668,"Low Income",Senior
13536032,"Low Income",Adult
12928571,"Medium Income",Adult
14931420,"High Income",Senior
14012865,"Low Income",Adult
2504210,"High Income",Adult
1854450,"Low Income",Senior
12472663,"Medium Income",Senior
1527684,"Medium Income",Senior
5856636,"High Income",Senior
8410570,"Low Income",Adult
1748796,"High Income",Adult
10042304,"Medium Income",Adult
620495,"Medium Income",Senior
16588833,"Medium Income",Adult
4608007,"Low Income",Adult
11973846,"Medium Income",Senior
5490378,"Medium Income",Adult
2074465,"High Income",Senior
7623844,"High Income",Senior
11332044,"Medium Income",Adult
2112952,"High Income",Senior
4689258,"Medium Income",Senior
16058904,"Medium Income",Senior
15710682,"Low Income",Senior
3131398,"Medium Income",Adult
8228805,"Low Income",Senior
2172966,"High Income",Senior
14984595,"High Income",Senior
4455163,"High Income",Senior
10475723,"High Income",Senior
7274016,"Medium Income",Adult
8979237,"Medium Income",Senior
12421376,"Low Income",Senior
16026479,"Low Income",Senior
2993608,"High Income",Senior
2150369,"Medium Income",Adult
1706671,"High Income",Senior
15623785,"Low Income",Senior
1741584,"Medium Income",Senior
5211321,"High Income",Adult
5666996,"Medium Income",Senior
4835534,"Medium Income",Adult
7475758,"Medium Income",Senior
15048233,"Medium Income",Adult
15393641,"Medium Income",Adult
2249578,"High Income",Senior
1232559,"High Income",Senior
1311151,"High Income",Adult
3259965,"High Income",Adult
8773680,"High Income",Senior
573393,"Low Income",Senior
4304966,"Medium Income",Adult
6613885,"High Income",Senior
14232890,"High Income",Adult
7783482,"Medium Income",Adult
7275503,"High Income",Adult
15868718,"Low Income",Senior
2990210,"Low Income",Adult
4992479,"High Income",Senior
9631262,"Medium Income",Senior
10348480,"Low Income",Senior
9771544,"High Income",Senior
2336806,"Low Income",Adult
3804004,"High Income",Adult
12424881,"Medium Income",Adult
15617017,"Low Income",Adult
10141701,"High Income",Senior
15099996,"Low Income",Adult
4941236,"Medium Income",Senior
12402674,"Medium Income",Adult
9865824,"Medium Income",Senior
16554014,"High Income",Senior
7480877,"High Income",Senior
4238952,"High Income",Senior
11870556,"Medium Income",Senior
4679793,"Medium Income",Senior
8530369,"Medium Income",Senior
2756561,"Low Income",Adult
13653923,"Medium Income",Adult
14136934,"High Income",Adult
9822457,"Medium Income",Senior
7354924,"High Income",Senior
5502205,"Medium Income",Adult
15194688,"High Income",Adult
12031274,"Medium Income",Adult
6656756,"Medium Income",Senior
5767874,"Medium Income",Senior
3101724,"Low Income",Adult
9827966,"Low Income",Senior
4379859,"Medium Income",Senior
361468,"High Income",Senior
4070000,"High Income",Senior
6512129,"Low Income",Senior
2132091,"High Income",Adult
1823477,"High Income",Senior
12602019,"High Income",Adult
9142309,"Low Income",Senior
13952912,"Low Income",Senior
11915738,"High Income",Adult
12643960,"Medium Income",Adult
743146,"Medium Income",Senior
10691140,"High Income",Adult
1578617,"Medium Income",Adult
2022795,"Low Income",Senior
4407566,"High Income",Adult
5699127,"High Income",Senior
6442475,"Low Income",Adult
529197,"Medium Income",Adult
8949738,"High Income",Senior
16593894,"Medium Income",Senior
5873225,"High Income",Senior
8778513,"Medium Income",Senior
4693909,"Medium Income",Adult
16566777,"Low Income",Senior
2139615,"High Income",Senior
13098056,"Medium Income",Adult
15615557,"Low Income",Senior
6160307,"Medium Income",Adult
8970017,"Medium Income",Adult
1803904,"Medium Income",Senior
9588148,"Medium Income",Adult
11363961,"High Income",Senior
1800738,"Low Income",Adult
14195417,"Low Income",Adult
11511502,"Low Income",Adult
11809570,"Low Income",Adult
5849077,"Medium Income",Senior
4294034,"High Income",Adult
9126253,"Medium Income",Senior
13962272,"Low Income",Senior
12550396,"Low Income",Senior
14315028,"Medium Income",Adult
11898395,"Low Income",Senior
4375203,"Medium Income",Senior
15376645,"Medium Income",Adult
7348474,"High Income",Senior
7844667,"Medium Income",Senior
4281629,"High Income",Senior
5605262,"Medium Income",Senior
3825136,"Medium Income",Senior
10772495,"Medium Income",Adult
7309975,"Low Income",Adult
10101685,"Low Income",Senior
15381407,"High Income",Senior
13093641,"Medium Income",Adult
408419,"Medium Income",Senior
2523172,"High Income",Senior
14379681,"Medium Income",Adult
6375044,"Medium Income",Senior
9009082,"Medium Income",Senior
11565471,"High Income",Senior
10912189,"High Income",Senior
8868025,"High Income",Senior
13482302,"Medium Income",Senior
16630476,"Low Income",Adult
14019059,"Low Income",Senior
5306107,"Medium Income",Adult
3515960,"Medium Income",Senior
10511195,"Medium Income",Senior
9263557,"Medium Income",Adult
9759554,"High Income",Adult
12538481,"High Income",Adult
12502726,"Low Income",Senior
6108453,"High Income",Senior
13264908,"Medium Income",Senior
16136668,"Medium Income",Senior
7919595,"Low Income",Adult
12030569,"Low Income",Adult
357355,"Medium Income",Senior
14494556,"Medium Income",Adult
3886727,"Medium Income",Adult
796824,"Medium Income",Senior
4065951,"Medium Income",Senior
14266653,"Low Income",Senior
6553587,"High Income",Adult
9523228,"High Income",Senior
12726480,"High Income",Senior
14864580,"Low Income",Senior
576600,"High Income",Senior
14946881,"High Income",Senior
15827972,"Medium Income",Senior
14933846,"High Income",Senior
858064,"Medium Income",Senior
1329648,"Low Income",Senior
4685616,"High Income",Senior
16555767,"High Income",Senior
9445467,"High Income",Adult
4470062,"High Income",Adult
2837619,"Medium Income",Senior
10510468,"Medium Income",Senior
8237749,"Medium Income",Adult
11108040,"High Income",Adult
5424888,"Medium Income",Senior
15757027,"High Income",Senior
5347094,"Medium Income",Adult
15309368,"High Income",Senior
4998738,"High Income",Senior
5222297,"Low Income",Adult
2316266,"High Income",Senior
1026128,"Low Income",Adult
10382081,"Medium Income",Senior
13949495,"Low Income",Senior
2547714,"Medium Income",Adult
8116270,"High Income",Senior
8794758,"Low Income",Adult
2886835,"Low Income",Adult
3658085,"Medium Income",Senior
4262030,"High Income",Adult
4664187,"High Income",Adult
9859032,"Low Income",Senior
2738817,"Medium Income",Adult
5716439,"Low Income",Adult
6132823,"Low Income",Senior
9724544,"Medium Income",Senior
6301195,"High Income",Senior
16313305,"High Income",Adult
3453628,"Medium Income",Adult
14262070,"High Income",Senior
5113233,"Low Income",Senior
7257779,"Medium Income",Senior
754888,"Medium Income",Senior
5680096,"High Income",Senior
7243376,"Low Income",Adult
13285274,"Medium Income",Senior
902246,"High Income",Senior
7281187,"High Income",Adult
4116446,"Medium Income",Senior
14644437,"Low Income",Senior
817915,"High Income",Adult
11962292,"Medium Income",Adult
4949263,"Low Income",Adult
8467886,"Medium Income",Adult
15774235,"Low Income",Senior
8660881,"Medium Income",Senior
1958766,"Medium Income",Senior
6010570,"Medium Income",Senior
11100317,"Low Income",Senior
4716233,"Low Income",Adult
15196654,"Medium Income",Senior
13513847,"High Income",Senior
5690850,"High Income",Senior
16514952,"High Income",Adult
334522,"Low Income",Adult
10398225,"Low Income",Senior
14954792,"High Income",Senior
12398659,"High Income",Senior
13470040,"High Income",Senior
4434877,"Low Income",Senior
7577518,"Medium Income",Senior
7357979,"Medium Income",Senior
12547733,"Medium Income",Senior
4029675,"Low Income",Senior
10315303,"Medium Income",Adult
12219872,"Low Income",Adult
889907,"High Income",Senior
14043341,"Low Income",Senior
9826473,"Low Income",Senior
12606103,"High Income",Senior
16446825,"Medium Income",Senior
1883784,"High Income",Senior
6751584,"High Income",Senior
4694757,"Medium Income",Senior
15403078,"High Income",Senior
6166628,"Medium Income",Senior
11226284,"High Income",Senior
629138,"Low Income",Adult
409224,"Medium Income",Senior
597799,"High Income",Senior
5720908,"Medium Income",Senior
13829511,"Low Income",Adult
428382,"Low Income",Senior
11890121,"Low Income",Senior
14062896,"Medium Income",Adult
14989629,"Medium Income",Senior
6372589,"Medium Income",Senior
15636959,"High Income",Senior
13181332,"High Income",Senior
8228947,"Medium Income",Adult
15366646,"Medium Income",Adult
3981620,"Low Income",Senior
12182360,"High Income",Adult
13647471,"Medium Income",Senior
8456526,"High Income",Senior
5141149,"Low Income",Adult
1464974,"Low Income",Adult
5190596,"High Income",Senior
9370574,"High Income",Adult
5843385,"High Income",Adult
10328755,"Medium Income",Adult
8948977,"Medium Income",Adult
13972149,"High Income",Senior
9686696,"Medium Income",Senior
3926104,"Medium Income",Adult
4707899,"Medium Income",Adult
6023420,"High Income",Adult
9988836,"Low Income",Senior
11495486,"Low Income",Senior
9506267,"Medium Income",Senior
1412968,"Low Income",Senior
12252756,"High Income",Senior
9400269,"Medium Income",Senior
7728190,"High Income",Senior
13482432,"Medium Income",Senior
3880787,"Medium Income",Senior
12898203,"Low Income",Adult
14722868,"Low Income",Senior
768259,"Low Income",Adult
11662482,"Medium Income",Senior
14415127,"High Income",Adult
5263603,"Medium Income",Senior
865628,"High Income",Adult
3796319,"High Income",Senior
1399266,"Medium Income",Senior
6709335,"High Income",Senior
6731647,"Medium Income",Adult
5371447,"Low Income",Senior
176580,"Medium Income",Adult
9227505,"High Income",Senior
4679604,"Medium Income",Senior
1938764,"Medium Income",Adult
14016787,"Low Income",Senior
5782427,"High Income",Senior
1948240,"Medium Income",Senior
6451766,"Medium Income",Adult
8121524,"Low Income",Senior
12114861,"Medium Income",Senior
15994759,"High Income",Senior
189205,"Medium Income",Senior
3340613,"High Income",Senior
12208221,"Low Income",Adult
3711027,"High Income",Adult
14435451,"Medium Income",Senior
4912950,"High Income",Adult
15786365,"Low Income",Adult
10622077,"High Income",Adult
10272,"High Income",Adult
618703,"Low Income",Adult
948262,"High Income",Adult
4660054,"High Income",Senior
11256894,"Low Income",Senior
1392847,"High Income",Senior
10378954,"Medium Income",Adult
9414515,"Low Income",Senior
6704978,"High Income",Senior
14755444,"High Income",Senior
11707098,"Low Income",Senior
10704762,"High Income",Adult
8242761,"Medium Income",Senior
6076287,"Medium Income",Senior
710247,"Low Income",Adult
13053315,"High Income",Adult
13318365,"Low Income",Adult
4991263,"High Income",Adult
7293620,"High Income",Senior
361126,"Medium Income",Senior
7367368,"Medium Income",Senior
12050191,"Medium Income",Senior
1849075,"Low Income",Adult
2836191,"Low Income",Adult
8536549,"Low Income",Senior
1923224,"High Income",Senior
12288943,"High Income",Adult
4184863,"Medium Income",Senior
5377370,"High Income",Senior
8111622,"High Income",Adult
95029,"High Income",Senior
11286788,"Low Income",Senior
10136422,"Low Income",Senior
820040,"High Income",Senior
12527176,"High Income",Senior
16254404,"High Income",Adult
9050706,"Medium Income",Senior
3731810,"Medium Income",Senior
5435482,"Low Income",Adult
15598768,"Low Income",Senior
16713177,"Medium Income",Senior
12067404,"Low Income",Senior
4071316,"Low Income",Adult
14700753,"Low Income",Senior
7458835,"High Income",Adult
16593831,"Medium Income",Adult
14480782,"High Income",Senior
4082294,"High Income",Adult
9917932,"Medium Income",Adult
4071349,"Medium Income",Senior
8696489,"Low Income",Adult
14663664,"Medium Income",Senior
16333013,"High Income",Adult
8897598,"High Income",Senior
1266645,"High Income",Senior
1246362,"Medium Income",Senior
3507983,"High Income",Senior
3720521,"Medium Income",Senior
11535971,"High Income",Adult
15727831,"High Income",Adult
7921417,"Medium Income",Senior
11339591,"Medium Income",Senior
4866584,"Medium Income",Senior
10665467,"Medium Income",Adult
5851672,"Low Income",Adult
4125678,"High Income",Senior
8618576,"Medium Income",Adult
9420660,"Medium Income",Adult
6447671,"Medium Income",Adult
14672215,"High Income",Adult
8971663,"High Income",Senior
689520,"Medium Income",Senior
12979166,"High Income",Senior
12370512,"Low Income",Adult
15781358,"Low Income",Adult
11778073,"Medium Income",Senior
